,Clearsky DHI,Clearsky DNI,Clearsky GHI,Solar Zenith Angle,Precipitable Water
95567,70,385,158,76.79,4.072
95568,44,219,72,82.72,4.053
95569,10,28,11,88.5,4.029
95570,0,0,0,94.09,4.006
95571,0,0,0,99.44,3.977
95572,0,0,0,104.49,3.949
95573,0,0,0,109.18,3.923
95574,0,0,0,113.44,3.897
95575,0,0,0,117.17,3.876
95576,0,0,0,120.27,3.856
95577,0,0,0,122.64,3.846
95578,0,0,0,124.18,3.836
95579,0,0,0,124.82,3.841
95580,0,0,0,124.54,3.848
95581,0,0,0,123.34,3.867
95582,0,0,0,121.29,3.886
95583,0,0,0,118.46,3.906
95584,0,0,0,114.96,3.926
95585,0,0,0,110.9,3.938
95586,0,0,0,106.37,3.95
95587,0,0,0,101.45,3.957
95588,0,0,0,96.21,3.964
95589,0,0,0,90.71,3.969
95590,31,141,44,85.0,3.975
95591,62,321,123,79.12,3.984
95592,83,462,217,73.1,3.993
95593,100,558,318,66.97,4.013999999999999
95594,110,639,422,60.75,4.035
95595,120,692,523,54.46,4.064
95596,130,730,618,48.12,4.093
95597,137,762,706,41.75,4.122
95598,146,782,783,35.39,4.152
95599,150,800,850,29.06,4.183
95600,158,809,904,22.84,4.215
95601,160,819,944,16.89,4.246
95602,165,820,969,11.66,4.2780000000000005
95603,166,822,979,8.62,4.306
95604,144,850,982,10.04,4.335
95605,143,846,961,14.66,4.356
95606,142,835,925,20.42,4.377
95607,139,823,876,26.56,4.39
95608,135,808,814,32.85,4.4030000000000005
95609,130,786,739,39.21,4.4110000000000005
95610,139,728,649,45.58,4.42
95611,130,690,556,51.93,4.427
95612,118,645,458,58.24,4.434
95613,106,581,356,64.49,4.438
95614,91,493,255,70.66,4.442
95615,71,375,157,76.72,4.444
95616,45,212,72,82.66,4.447
95617,10,25,11,88.44,4.439
95618,0,0,0,94.03,4.431
95619,0,0,0,99.37,4.407
95620,0,0,0,104.43,4.383
95621,0,0,0,109.12,4.346
95622,0,0,0,113.38,4.309
95623,0,0,0,117.11,4.261
95624,0,0,0,120.21,4.214
95625,0,0,0,122.59,4.166
95626,0,0,0,124.13,4.118
95627,0,0,0,124.78,4.075
95628,0,0,0,124.51,4.034
95629,0,0,0,123.32,4.009
95630,0,0,0,121.27,3.985
95631,0,0,0,118.45,3.982
95632,0,0,0,114.96,3.979
95633,0,0,0,110.9,3.977
95634,0,0,0,106.37,3.976
95635,0,0,0,101.46,3.964
95636,0,0,0,96.22,3.952
95637,0,0,0,90.72,3.934
95638,31,138,43,85.02,3.916
95639,62,318,122,79.14,3.897
95640,85,452,216,73.13,3.878
95641,102,549,317,67.0,3.866
95642,115,625,420,60.78,3.854
95643,126,679,521,54.49,3.86
95644,137,718,616,48.15,3.867
95645,144,750,704,41.79,3.907
95646,165,750,777,35.42,3.947
95647,171,770,844,29.09,4.003
95648,182,775,896,22.87,4.059
95649,185,785,936,16.91,4.11
95650,193,782,960,11.66,4.1610000000000005
95651,194,785,970,8.59,4.204
95652,217,752,958,9.98,4.247
95653,215,747,938,14.6,4.2780000000000005
95654,220,725,900,20.36,4.31
95655,215,710,851,26.5,4.334
95656,215,680,787,32.79,4.3580000000000005
95657,206,654,713,39.15,4.374
95658,197,617,629,45.52,4.391
95659,183,574,538,51.87,4.401
95660,166,521,442,58.18,4.4110000000000005
95661,146,454,342,64.43,4.415
95662,122,362,243,70.6,4.42
95663,90,254,149,76.66,4.416
95664,49,127,66,82.6,4.412
95665,7,13,8,88.38,4.395
95666,0,0,0,93.97,4.379
95667,0,0,0,99.31,4.353
95668,0,0,0,104.37,4.328
95669,0,0,0,109.06,4.307
95670,0,0,0,113.32,4.287
95671,0,0,0,117.06,4.273
95672,0,0,0,120.16,4.259
95673,0,0,0,122.54,4.251
95674,0,0,0,124.09,4.243
95675,0,0,0,124.75,4.239
95676,0,0,0,124.48,4.2360000000000015
95677,0,0,0,123.3,4.2330000000000005
95678,0,0,0,121.25,4.23
95679,0,0,0,118.44,4.224
95680,0,0,0,114.96,4.218
95681,0,0,0,110.91,4.183
95682,0,0,0,106.38,4.148
95683,0,0,0,101.47,4.086
95684,0,0,0,96.24,4.027
95685,0,0,0,90.75,3.961
95686,32,102,41,85.05,3.897
95687,68,263,118,79.17,3.833
95688,93,410,212,73.15,3.771
95689,114,508,313,67.03,3.712
95690,125,599,417,60.81,3.654
95691,138,655,518,54.52,3.604
95692,143,708,616,48.18,3.555
95693,152,742,705,41.82,3.5210000000000004
95694,146,790,789,35.46,3.488
95695,150,809,858,29.13,3.46
95696,150,830,915,22.9,3.4330000000000003
95697,153,840,957,16.93,3.405
95698,151,851,985,11.67,3.379
95699,151,854,996,8.57,3.359
95700,160,841,989,9.93,3.34
95701,159,837,969,14.55,3.3280000000000003
95702,153,833,935,20.3,3.317
95703,150,821,886,26.44,3.314
95704,143,809,824,32.74,3.3110000000000004
95705,137,787,748,39.09,3.312
95706,139,742,660,45.46,3.315
95707,130,704,566,51.81,3.3160000000000003
95708,116,666,468,58.12,3.317
95709,104,603,365,64.37,3.319
95710,88,525,263,70.54,3.321
95711,69,409,164,76.61,3.321
95712,43,249,76,82.54,3.321
95713,11,43,12,88.32,3.321
95714,0,0,0,93.91,3.321
95715,0,0,0,99.26,3.32
95716,0,0,0,104.31,3.32
95717,0,0,0,109.01,3.314
95718,0,0,0,113.27,3.3080000000000003
95719,0,0,0,117.01,3.2960000000000003
95720,0,0,0,120.12,3.286
95721,0,0,0,122.5,3.2710000000000004
95722,0,0,0,124.06,3.257
95723,0,0,0,124.72,3.2430000000000003
95724,0,0,0,124.46,3.229
95725,0,0,0,123.28,3.216
95726,0,0,0,121.25,3.204
95727,0,0,0,118.44,3.194
95728,0,0,0,114.97,3.184
95729,0,0,0,110.92,3.172
95730,0,0,0,106.4,3.161
95731,0,0,0,101.49,3.158
95732,0,0,0,96.26,3.155
95733,0,0,0,90.77,3.1660000000000004
95734,30,166,45,85.07,3.177
95735,58,357,125,79.2,3.198
95736,78,496,221,73.19,3.22
95737,93,591,324,67.06,3.247
95738,103,666,428,60.84,3.275
95739,113,718,530,54.56,3.302
95740,121,758,626,48.22,3.329
95741,127,789,715,41.86,3.35
95742,133,812,795,35.49,3.3710000000000004
95743,137,830,863,29.16,3.393
95744,140,844,918,22.93,3.4160000000000004
95745,143,853,959,16.96,3.439
95746,143,860,986,11.69,3.463
95747,144,862,997,8.56,3.482
95748,147,856,991,9.89,3.5010000000000003
95749,146,851,971,14.5,3.507
95750,144,843,935,20.25,3.514
95751,141,831,886,26.39,3.512
95752,138,814,823,32.68,3.511
95753,133,792,748,39.04,3.508
95754,127,763,663,45.41,3.505
95755,120,727,570,51.76,3.502
95756,110,680,470,58.07,3.499
95757,99,619,367,64.32,3.497
95758,85,537,264,70.49,3.4960000000000004
95759,67,422,165,76.55,3.494
95760,43,260,77,82.49,3.492
95761,12,47,13,88.27,3.484
95762,0,0,0,93.86,3.477
95763,0,0,0,99.21,3.466
95764,0,0,0,104.26,3.4560000000000004
95765,0,0,0,108.96,3.444
95766,0,0,0,113.23,3.4330000000000003
95767,0,0,0,116.97,3.4210000000000003
95768,0,0,0,120.08,3.409
95769,0,0,0,122.47,3.398
95770,0,0,0,124.03,3.388
95771,0,0,0,124.7,3.384
95772,0,0,0,124.45,3.381
95773,0,0,0,123.28,3.385
95774,0,0,0,121.25,3.389
95775,0,0,0,118.45,3.397
95776,0,0,0,114.98,3.406
95777,0,0,0,110.94,3.419
95778,0,0,0,106.42,3.432
95779,0,0,0,101.52,3.45
95780,0,0,0,96.29,3.469
95781,0,0,0,90.8,3.4930000000000003
95782,30,167,44,85.11,3.517
95783,57,357,124,79.24,3.543
95784,78,488,219,73.22,3.569
95785,93,584,321,67.1,3.593
95786,105,656,424,60.88,3.618
95787,115,709,525,54.6,3.642
95788,123,747,621,48.26,3.666
95789,130,778,710,41.9,3.695
95790,148,781,784,35.53,3.726
95791,153,800,852,29.2,3.766
95792,157,813,906,22.97,3.806
95793,160,823,947,17.0,3.848
95794,163,827,973,11.71,3.891
95795,163,829,984,8.55,3.929
95796,168,821,977,9.85,3.969
95797,167,816,957,14.45,3.995
95798,162,810,923,20.19,4.022
95799,159,798,874,26.34,4.041
95800,151,786,813,32.63,4.059
95801,145,763,739,38.99,4.064
95802,135,741,656,45.36,4.07
95803,126,704,563,51.71,4.072
95804,114,664,466,58.02,4.073
95805,102,602,364,64.27,4.078
95806,87,521,262,70.44,4.085
95807,68,407,164,76.5,4.093999999999999
95808,44,247,76,82.44,4.106
95809,12,45,13,88.22,4.106
95810,0,0,0,93.81,4.107
95811,0,0,0,99.16,4.097
95812,0,0,0,104.22,4.088
95813,0,0,0,108.92,4.077
95814,0,0,0,113.19,4.067
95815,0,0,0,116.93,4.062
95816,0,0,0,120.05,4.059
95817,0,0,0,122.44,4.064
95818,0,0,0,124.01,4.069
95819,0,0,0,124.69,4.083
95820,0,0,0,124.44,4.097
95821,0,0,0,123.28,4.117
95822,0,0,0,121.26,4.137
95823,0,0,0,118.46,4.157
95824,0,0,0,115.0,4.178999999999999
95825,0,0,0,110.96,4.191
95826,0,0,0,106.45,4.203
95827,0,0,0,101.55,4.211
95828,0,0,0,96.32,4.218999999999999
95829,0,0,0,90.84,4.23
95830,30,130,41,85.14,4.2410000000000005
95831,62,302,119,79.27,4.256
95832,87,432,212,73.26,4.272
95833,106,528,311,67.14,4.292
95834,120,603,413,60.92,4.312
95835,132,658,513,54.64,4.342
95836,143,697,607,48.3,4.372
95837,151,730,695,41.94,4.432
95838,162,749,772,35.57,4.492
95839,167,768,838,29.24,4.572
95840,177,775,891,23.01,4.652
95841,180,785,931,17.03,4.729
95842,188,782,955,11.74,4.807
95843,189,785,965,8.55,4.873
95844,185,788,962,9.82,4.94
95845,184,783,942,14.4,4.989
95846,184,770,907,20.15,5.039
95847,180,757,858,26.29,5.0760000000000005
95848,176,736,796,32.58,5.113
95849,169,712,723,38.94,5.1110000000000015
95850,161,681,640,45.31,5.11
95851,151,642,549,51.66,5.078
95852,138,592,452,57.97,5.046
95853,123,528,353,64.22,5.019
95854,103,446,253,70.39,4.992
95855,79,335,158,76.46,4.974
95856,47,193,73,82.4,4.957
95857,11,33,12,88.18,4.9510000000000005
95858,0,0,0,93.77,4.945
95859,0,0,0,99.12,4.942
95860,0,0,0,104.18,4.939
95861,0,0,0,108.88,4.932
95862,0,0,0,113.16,4.925
95863,0,0,0,116.9,4.907
95864,0,0,0,120.03,4.891
95865,0,0,0,122.42,4.87
95866,0,0,0,124.0,4.849
95867,0,0,0,124.68,4.825
95868,0,0,0,124.44,4.802
95869,0,0,0,123.28,4.784
95870,0,0,0,121.27,4.767
95871,0,0,0,118.48,4.757
95872,0,0,0,115.02,4.748
95873,0,0,0,110.99,4.74
95874,0,0,0,106.48,4.7330000000000005
95875,0,0,0,101.58,4.728
95876,0,0,0,96.36,4.724
95877,0,0,0,90.88,4.726
95878,30,126,40,85.18,4.729
95879,63,294,117,79.31,4.738
95880,87,428,210,73.31,4.748
95881,106,524,309,67.18,4.763999999999999
95882,118,604,411,60.97,4.78
95883,130,659,511,54.68,4.796
95884,137,706,606,48.35,4.812
95885,145,739,694,41.99,4.814
95886,154,758,771,35.62,4.817
95887,160,778,839,29.29,4.801
95888,162,795,894,23.06,4.7860000000000005
95889,165,806,935,17.07,4.761
95890,166,814,963,11.77,4.737
95891,166,816,974,8.56,4.717
95892,169,811,969,9.79,4.697
95893,168,807,950,14.36,4.697
95894,168,794,915,20.1,4.697
95895,165,782,866,26.24,4.713
95896,165,756,803,32.54,4.73
95897,159,733,729,38.89,4.7780000000000005
95898,156,692,644,45.26,4.827
95899,146,653,552,51.61,4.883
95900,136,598,454,57.92,4.939
95901,121,532,354,64.17,4.964
95902,101,457,254,70.34,4.99
95903,78,343,159,76.41,4.998
95904,47,202,74,82.35,5.007
95905,11,31,12,88.14,5.013
95906,0,0,0,93.73,5.02
95907,0,0,0,99.08,5.016
95908,0,0,0,104.15,5.012
95909,0,0,0,108.85,4.954
95910,0,0,0,113.13,4.897
95911,0,0,0,116.88,4.803999999999999
95912,0,0,0,120.01,4.712
95913,0,0,0,122.41,4.636
95914,0,0,0,123.99,4.561
95915,0,0,0,124.68,4.517
95916,0,0,0,124.45,4.474
95917,0,0,0,123.3,4.466
95918,0,0,0,121.29,4.459
95919,0,0,0,118.51,4.477
95920,0,0,0,115.05,4.495
95921,0,0,0,111.02,4.5360000000000005
95922,0,0,0,106.52,4.577
95923,0,0,0,101.62,4.617
95924,0,0,0,96.4,4.658
95925,0,0,0,90.92,4.685
95926,30,109,39,85.23,4.713
95927,64,275,115,79.36,4.724
95928,91,405,207,73.35,4.7360000000000015
95929,111,503,306,67.23,4.74
95930,126,579,407,61.01,4.744
95931,139,636,506,54.73,4.745
95932,150,679,601,48.4,4.746
95933,158,713,688,42.03,4.763
95934,166,739,766,35.67,4.78
95935,172,759,834,29.33,4.811
95936,177,772,888,23.1,4.843
95937,180,783,929,17.12,4.869
95938,185,785,954,11.81,4.895
95939,186,788,966,8.57,4.9
95940,220,741,951,9.77,4.9060000000000015
95941,218,735,932,14.33,4.901
95942,221,717,895,20.06,4.896
95943,217,703,848,26.2,4.88
95944,214,677,785,32.49,4.865
95945,205,651,713,38.85,4.834
95946,195,617,630,45.22,4.803999999999999
95947,182,574,540,51.57,4.777
95948,169,513,442,57.88,4.75
95949,150,443,343,64.13,4.734
95950,128,340,243,70.3,4.718999999999999
95951,95,229,149,76.37,4.706
95952,53,96,66,82.32,4.694
95953,8,5,8,88.1,4.678999999999999
95954,0,0,0,93.69,4.664
95955,0,0,0,99.05,4.657
95956,0,0,0,104.12,4.65
95957,0,0,0,108.83,4.662
95958,0,0,0,113.11,4.675
95959,0,0,0,116.86,4.683
95960,0,0,0,120.0,4.692
95961,0,0,0,122.4,4.678999999999999
95962,0,0,0,123.99,4.667
95963,0,0,0,124.69,4.645
95964,0,0,0,124.46,4.623
95965,0,0,0,123.32,4.615
95966,0,0,0,121.31,4.607
95967,0,0,0,118.54,4.6160000000000005
95968,0,0,0,115.08,4.626
95969,0,0,0,111.06,4.638999999999999
95970,0,0,0,106.56,4.652
95971,0,0,0,101.66,4.668
95972,0,0,0,96.45,4.685
95973,0,0,0,90.96,4.707
95974,29,47,33,85.27,4.729
95975,74,174,106,79.41,4.746
95976,109,305,196,73.4,4.763999999999999
95977,136,405,293,67.28,4.784
95978,154,494,394,61.06,4.803999999999999
95979,171,555,492,54.78,4.836
95980,183,606,586,48.45,4.869
95981,195,644,673,42.08,4.922
95982,206,668,749,35.72,4.976
95983,214,691,816,29.38,5.04
95984,223,703,869,23.15,5.104
95985,227,715,910,17.17,5.154
95986,228,724,937,11.85,5.204
95987,229,727,948,8.6,5.244
95988,189,779,957,9.76,5.284
95989,188,774,938,14.3,5.317
95990,184,766,904,20.03,5.35
95991,180,753,856,26.16,5.379
95992,173,738,796,32.45,5.409
95993,167,714,723,38.81,5.4220000000000015
95994,154,692,642,45.18,5.436
95995,145,653,551,51.53,5.44
95996,130,610,455,57.84,5.445
95997,117,545,355,64.09,5.438
95998,98,467,256,70.27,5.431
95999,76,352,160,76.34,5.414
96000,47,205,75,82.28,5.398
96001,12,29,13,88.07,5.377999999999999
96002,0,0,0,93.66,5.359
96003,0,0,0,99.02,5.343
96004,0,0,0,104.09,5.327999999999999
96005,0,0,0,108.81,5.331
96006,0,0,0,113.09,5.335
96007,0,0,0,116.85,5.352
96008,0,0,0,119.99,5.369
96009,0,0,0,122.4,5.388
96010,0,0,0,124.0,5.407
96011,0,0,0,124.7,5.421
96012,0,0,0,124.48,5.436
96013,0,0,0,123.34,5.433
96014,0,0,0,121.35,5.431
96015,0,0,0,118.57,5.417999999999998
96016,0,0,0,115.12,5.405
96017,0,0,0,111.1,5.399
96018,0,0,0,106.6,5.394
96019,0,0,0,101.71,5.404
96020,0,0,0,96.5,5.414
96021,0,0,0,91.02,5.428
96022,30,85,37,85.32,5.443
96023,66,246,111,79.46,5.441
96024,96,368,201,73.45,5.44
96025,118,468,299,67.33,5.414
96026,132,553,400,61.12,5.388999999999999
96027,146,612,499,54.83,5.348
96028,148,676,596,48.5,5.307
96029,156,711,684,42.14,5.255
96030,180,711,757,35.77,5.202999999999999
96031,186,733,824,29.44,5.16
96032,180,765,883,23.2,5.118
96033,183,776,925,17.22,5.101
96034,178,793,954,11.9,5.085
96035,179,796,966,8.62,5.084
96036,178,796,963,9.75,5.084
96037,176,791,944,14.27,5.083
96038,169,789,912,19.99,5.083
96039,166,777,864,26.12,5.08
96040,159,762,803,32.42,5.077
96041,153,740,730,38.77,5.073
96042,159,684,642,45.14,5.069
96043,150,645,551,51.49,5.064
96044,141,584,453,57.8,5.06
96045,126,517,353,64.06,5.049
96046,109,423,252,70.23,5.039
96047,84,307,157,76.3,5.013
96048,51,157,72,82.25,4.987
96049,11,14,12,88.04,4.947
96050,0,0,0,93.64,4.907
96051,0,0,0,99.0,4.867
96052,0,0,0,104.07,4.827
96053,0,0,0,108.79,4.801
96054,0,0,0,113.08,4.776
96055,0,0,0,116.84,4.763
96056,0,0,0,119.99,4.75
96057,0,0,0,122.41,4.7360000000000015
96058,0,0,0,124.01,4.722
96059,0,0,0,124.72,4.684
96060,0,0,0,124.51,4.647
96061,0,0,0,123.38,4.581
96062,0,0,0,121.39,4.516
96063,0,0,0,118.62,4.444
96064,0,0,0,115.17,4.373
96065,0,0,0,111.15,4.34
96066,0,0,0,106.65,4.307
96067,0,0,0,101.76,4.333
96068,0,0,0,96.55,4.36
96069,0,0,0,91.07,4.424
96070,30,93,37,85.38,4.488
96071,64,268,113,79.51,4.541
96072,93,387,203,73.51,4.593999999999999
96073,113,489,302,67.38,4.615
96074,131,560,402,61.17,4.637
96075,145,619,501,54.89,4.648
96076,157,661,595,48.55,4.66
96077,166,697,683,42.19,4.676
96078,189,699,756,35.82,4.6930000000000005
96079,196,721,824,29.49,4.699
96080,199,740,879,23.26,4.707
96081,203,751,921,17.27,4.695
96082,205,758,948,11.95,4.684
96083,206,762,960,8.66,4.664
96084,136,857,981,9.75,4.645
96085,135,853,962,14.25,4.635
96086,134,845,928,19.96,4.626
96087,131,833,880,26.09,4.638999999999999
96088,130,814,817,32.38,4.6530000000000005
96089,125,793,744,38.74,4.67
96090,123,758,659,45.1,4.689
96091,116,723,567,51.46,4.7010000000000005
96092,111,667,467,57.77,4.714
96093,100,606,366,64.03,4.737
96094,87,518,263,70.2,4.76
96095,69,404,165,76.28,4.7780000000000005
96096,45,240,78,82.22,4.797
96097,13,43,14,88.01,4.795
96098,0,0,0,93.62,4.795
96099,0,0,0,98.98,4.761
96100,0,0,0,104.06,4.727
96101,0,0,0,108.78,4.681
96102,0,0,0,113.07,4.636
96103,0,0,0,116.84,4.595
96104,0,0,0,120.0,4.553999999999999
96105,0,0,0,122.42,4.537
96106,0,0,0,124.03,4.521
96107,0,0,0,124.75,4.534
96108,0,0,0,124.54,4.547
96109,0,0,0,123.42,4.577
96110,0,0,0,121.43,4.609
96111,0,0,0,118.67,4.65
96112,0,0,0,115.22,4.691
96113,0,0,0,111.2,4.734
96114,0,0,0,106.71,4.7780000000000005
96115,0,0,0,101.82,4.813
96116,0,0,0,96.6,4.849
96117,0,0,0,91.13,4.867
96118,28,122,38,85.44,4.886
96119,59,305,114,79.57,4.884
96120,80,449,208,73.56,4.882
96121,97,548,308,67.44,4.868
96122,106,633,411,61.23,4.855
96123,117,687,511,54.94,4.845
96124,121,737,609,48.61,4.836
96125,127,769,697,42.25,4.849
96126,131,796,776,35.88,4.863
96127,136,814,844,29.55,4.909
96128,139,827,899,23.32,4.956
96129,142,836,940,17.33,5.021
96130,143,841,967,12.01,5.086
96131,144,844,978,8.7,5.142
96132,143,843,975,9.76,5.198
96133,142,839,956,14.24,5.228
96134,138,835,923,19.94,5.257999999999999
96135,135,823,875,26.06,5.266
96136,128,813,815,32.35,5.276
96137,123,793,742,38.7,5.263
96138,113,776,661,45.07,5.251
96139,106,743,570,51.43,5.227
96140,94,712,474,57.74,5.202999999999999
96141,85,656,372,64.0,5.188
96142,71,592,272,70.17,5.174
96143,57,485,172,76.25,5.1770000000000005
96144,38,335,84,82.2,5.18
96145,13,95,17,87.99,5.191
96146,0,0,0,93.6,5.202000000000001
96147,0,0,0,98.97,5.204
96148,0,0,0,104.05,5.206
96149,0,0,0,108.77,5.199
96150,0,0,0,113.07,5.192
96151,0,0,0,116.85,5.205
96152,0,0,0,120.01,5.22
96153,0,0,0,122.44,5.282
96154,0,0,0,124.06,5.343999999999999
96155,0,0,0,124.79,5.394
96156,0,0,0,124.58,5.444
96157,0,0,0,123.46,5.403
96158,0,0,0,121.48,5.363
96159,0,0,0,118.72,5.249
96160,0,0,0,115.28,5.135
96161,0,0,0,111.26,5.033
96162,0,0,0,106.77,4.932
96163,0,0,0,101.88,4.862
96164,0,0,0,96.67,4.793
96165,0,0,0,91.19,4.742
96166,26,176,40,85.5,4.692
96167,51,374,119,79.63,4.649
96168,68,519,214,73.62,4.607
96169,81,613,316,67.5,4.569
96170,88,691,420,61.29,4.5310000000000015
96171,96,741,521,55.0,4.497
96172,100,785,619,48.67,4.465
96173,105,814,708,42.31,4.47
96174,108,839,788,35.94,4.475
96175,112,855,856,29.61,4.512
96176,113,869,911,23.38,4.549
96177,115,877,953,17.39,4.598
96178,116,883,980,12.07,4.648
96179,116,885,991,8.75,4.707
96180,122,876,986,9.77,4.767
96181,121,872,967,14.22,4.8260000000000005
96182,121,862,932,19.92,4.886
96183,118,851,884,26.04,4.932
96184,116,834,822,32.32,4.979
96185,112,815,749,38.68,4.977
96186,108,788,665,45.05,4.976
96187,102,755,574,51.4,4.941
96188,95,710,475,57.71,4.9060000000000015
96189,86,654,373,63.97,4.882
96190,76,573,271,70.15,4.859
96191,61,465,172,76.23,4.848
96192,41,300,82,82.18,4.837
96193,13,78,16,87.98,4.822
96194,0,0,0,93.59,4.807
96195,0,0,0,98.96,4.775
96196,0,0,0,104.04,4.743
96197,0,0,0,108.78,4.708
96198,0,0,0,113.08,4.674
96199,0,0,0,116.86,4.641
96200,0,0,0,120.03,4.609
96201,0,0,0,122.47,4.577
96202,0,0,0,124.1,4.546
96203,0,0,0,124.83,4.51
96204,0,0,0,124.63,4.475
96205,0,0,0,123.52,4.434
96206,0,0,0,121.54,4.394
96207,0,0,0,118.78,4.346
96208,0,0,0,115.34,4.299
96209,0,0,0,111.33,4.261
96210,0,0,0,106.83,4.223
96211,0,0,0,101.94,4.1960000000000015
96212,0,0,0,96.73,4.17
96213,0,0,0,91.25,4.154
96214,26,175,40,85.56,4.14
96215,52,373,119,79.69,4.149
96216,70,513,214,73.69,4.158
96217,83,606,315,67.56,4.202
96218,93,678,418,61.35,4.246
96219,102,728,519,55.06,4.323
96220,110,764,614,48.73,4.401
96221,116,793,702,42.37,4.503
96222,136,790,775,36.0,4.606
96223,140,808,843,29.67,4.713
96224,148,815,896,23.44,4.82
96225,150,824,937,17.46,4.914
96226,155,825,963,12.13,5.008
96227,156,828,974,8.81,5.084
96228,140,848,976,9.79,5.16
96229,139,844,957,14.22,5.218
96230,137,835,923,19.9,5.278
96231,134,824,875,26.01,5.332999999999998
96232,130,808,814,32.3,5.388
96233,126,788,741,38.65,5.415
96234,119,763,658,45.02,5.442
96235,112,729,567,51.37,5.434
96236,102,688,470,57.69,5.426
96237,92,630,369,63.95,5.407
96238,79,555,268,70.13,5.39
96239,63,445,169,76.21,5.364
96240,42,289,81,82.17,5.337999999999999
96241,13,70,16,87.97,5.3
96242,0,0,0,93.58,5.263
96243,0,0,0,98.95,5.2120000000000015
96244,0,0,0,104.04,5.162000000000001
96245,0,0,0,108.78,5.096
96246,0,0,0,113.09,5.03
96247,0,0,0,116.88,4.959
96248,0,0,0,120.06,4.888
96249,0,0,0,122.51,4.825
96250,0,0,0,124.14,4.763
96251,0,0,0,124.87,4.708
96252,0,0,0,124.69,4.6530000000000005
96253,0,0,0,123.58,4.6080000000000005
96254,0,0,0,121.6,4.563
96255,0,0,0,118.85,4.524
96256,0,0,0,115.41,4.485
96257,0,0,0,111.4,4.462
96258,0,0,0,106.9,4.439
96259,0,0,0,102.01,4.43
96260,0,0,0,96.8,4.421
96261,0,0,0,91.32,4.418
96262,26,168,39,85.63,4.415
96263,52,366,117,79.76,4.417
96264,71,501,211,73.75,4.42
96265,85,596,312,67.63,4.428999999999999
96266,96,665,415,61.41,4.438
96267,105,717,515,55.13,4.449
96268,114,754,611,48.79,4.462
96269,121,784,700,42.43,4.484
96270,127,805,779,36.06,4.506
96271,131,823,847,29.73,4.5280000000000005
96272,136,835,902,23.5,4.551
96273,138,844,944,17.52,4.564
96274,141,849,971,12.2,4.578
96275,141,852,983,8.87,4.583
96276,133,862,983,9.82,4.589
96277,132,858,965,14.22,4.589
96278,131,850,931,19.89,4.589
96279,128,839,883,26.0,4.593
96280,125,823,822,32.28,4.597
96281,121,803,749,38.63,4.609
96282,116,777,665,45.0,4.622
96283,109,743,573,51.35,4.646
96284,101,698,475,57.67,4.671
96285,91,640,373,63.93,4.709
96286,79,559,270,70.12,4.747
96287,63,451,171,76.2,4.785
96288,42,292,82,82.16,4.824
96289,13,79,16,87.96,4.849
96290,0,0,0,93.58,4.875
96291,0,0,0,98.96,4.883
96292,0,0,0,104.05,4.891
96293,0,0,0,108.79,4.881
96294,0,0,0,113.11,4.871
96295,0,0,0,116.91,4.851
96296,0,0,0,120.09,4.832
96297,0,0,0,122.55,4.811
96298,0,0,0,124.18,4.791
96299,0,0,0,124.93,4.773
96300,0,0,0,124.75,4.756
96301,0,0,0,123.64,4.753
96302,0,0,0,121.67,4.751
96303,0,0,0,118.92,4.761
96304,0,0,0,115.48,4.772
96305,0,0,0,111.47,4.773
96306,0,0,0,106.97,4.775
96307,0,0,0,102.08,4.767
96308,0,0,0,96.87,4.76
96309,0,0,0,91.39,4.768
96310,26,138,37,85.7,4.777
96311,55,326,113,79.83,4.795
96312,75,471,206,73.82,4.814
96313,91,568,306,67.69,4.831
96314,102,641,408,61.48,4.849
96315,113,694,509,55.19,4.841
96316,121,734,604,48.86,4.833
96317,128,765,693,42.49,4.828
96318,218,648,742,36.13,4.824
96319,226,672,809,29.8,4.825
96320,232,690,865,23.57,4.827
96321,237,703,907,17.59,4.829
96322,240,709,934,12.28,4.832
96323,242,713,946,8.94,4.831
96324,346,573,912,9.85,4.831
96325,343,567,894,14.22,4.837
96326,336,559,861,19.88,4.843999999999999
96327,328,541,815,25.98,4.8580000000000005
96328,314,522,756,32.26,4.873
96329,300,492,685,38.61,4.897
96330,280,458,604,44.98,4.921
96331,259,410,516,51.34,4.956
96332,233,351,421,57.66,4.992
96333,201,280,325,63.92,5.0360000000000005
96334,162,193,228,70.1,5.081
96335,112,102,136,76.19,5.122999999999998
96336,52,24,55,82.15,5.165
96337,3,0,3,87.96,5.189
96338,0,0,0,93.58,5.215
